,grid_name,lon_min,lon_max,lat_min,lat_max,folder_name,index_download,file_path,file_path_copied,start_time,end_time,geometry,file_path_len
0,Africa_grid_10_0_40_50_grid_0,18.0,18.25,0.25,0.5,grid_15_0_20_5,4702.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_15_0_20_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_0_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((15 0, 15 5, 20 5, 20 0, 15 0))",137.0
1,Africa_grid_10_0_40_50_grid_1,24.25,24.5,0.25,0.5,grid_20_0_25_5,4703.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_1_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",137.0
2,Africa_grid_10_0_40_50_grid_2,24.5,24.75,0.25,0.5,grid_20_0_25_5,4704.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_2_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",137.0
3,Africa_grid_10_0_40_50_grid_3,24.75,25.0,0.25,0.5,grid_20_0_25_5,4705.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_3_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",137.0
4,Africa_grid_10_0_40_50_grid_4,25.0,25.25,0.25,0.5,grid_20_0_25_5,4706.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_4_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",137.0
5,Africa_grid_10_0_40_50_grid_5,25.25,25.5,0.25,0.5,grid_25_0_30_5,4707.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_25_0_30_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_5_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((25 0, 25 5, 30 5, 30 0, 25 0))",137.0
6,Africa_grid_10_0_40_50_grid_6,28.75,29.0,0.25,0.5,grid_25_0_30_5,4708.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_25_0_30_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_6_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((25 0, 25 5, 30 5, 30 0, 25 0))",137.0
7,Africa_grid_10_0_40_50_grid_7,29.0,29.25,0.25,0.5,grid_25_0_30_5,4709.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_25_0_30_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_7_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((25 0, 25 5, 30 5, 30 0, 25 0))",137.0
8,Africa_grid_10_0_40_50_grid_8,29.25,29.5,0.25,0.5,grid_25_0_30_5,4710.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_25_0_30_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_8_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((25 0, 25 5, 30 5, 30 0, 25 0))",137.0
9,Africa_grid_10_0_40_50_grid_9,29.5,29.75,0.25,0.5,grid_25_0_30_5,4711.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_25_0_30_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_9_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((25 0, 25 5, 30 5, 30 0, 25 0))",137.0
10,Africa_grid_10_0_40_50_grid_10,29.75,30.0,0.25,0.5,grid_25_0_30_5,4712.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_25_0_30_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_10_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((25 0, 25 5, 30 5, 30 0, 25 0))",138.0
11,Africa_grid_10_0_40_50_grid_11,30.0,30.25,0.25,0.5,grid_25_0_30_5,4713.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_25_0_30_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_11_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((25 0, 25 5, 30 5, 30 0, 25 0))",138.0
12,Africa_grid_10_0_40_50_grid_12,30.25,30.5,0.25,0.5,grid_30_0_35_5,4714.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_12_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
13,Africa_grid_10_0_40_50_grid_13,30.5,30.75,0.25,0.5,grid_30_0_35_5,4715.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_13_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
14,Africa_grid_10_0_40_50_grid_14,30.75,31.0,0.25,0.5,grid_30_0_35_5,4716.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_14_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
15,Africa_grid_10_0_40_50_grid_15,31.0,31.25,0.25,0.5,grid_30_0_35_5,4717.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_15_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
16,Africa_grid_10_0_40_50_grid_16,31.25,31.5,0.25,0.5,grid_30_0_35_5,4718.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_16_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
17,Africa_grid_10_0_40_50_grid_17,31.5,31.75,0.25,0.5,grid_30_0_35_5,4719.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_17_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
18,Africa_grid_10_0_40_50_grid_18,31.75,32.0,0.25,0.5,grid_30_0_35_5,4720.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_18_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
19,Africa_grid_10_0_40_50_grid_19,32.0,32.25,0.25,0.5,grid_30_0_35_5,4721.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_19_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
20,Africa_grid_10_0_40_50_grid_20,32.25,32.5,0.25,0.5,grid_30_0_35_5,4722.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_20_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
21,Africa_grid_10_0_40_50_grid_21,32.5,32.75,0.25,0.5,grid_30_0_35_5,4723.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_21_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
22,Africa_grid_10_0_40_50_grid_22,32.75,33.0,0.25,0.5,grid_30_0_35_5,4724.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_22_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
23,Africa_grid_10_0_40_50_grid_23,33.0,33.25,0.25,0.5,grid_30_0_35_5,4725.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_23_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
24,Africa_grid_10_0_40_50_grid_24,33.25,33.5,0.25,0.5,grid_30_0_35_5,4726.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_24_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
25,Africa_grid_10_0_40_50_grid_25,33.5,33.75,0.25,0.5,grid_30_0_35_5,4727.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_25_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
26,Africa_grid_10_0_40_50_grid_26,33.75,34.0,0.25,0.5,grid_30_0_35_5,4728.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_26_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
27,Africa_grid_10_0_40_50_grid_27,34.0,34.25,0.25,0.5,grid_30_0_35_5,4729.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_27_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
28,Africa_grid_10_0_40_50_grid_28,34.25,34.5,0.25,0.5,grid_30_0_35_5,4730.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_28_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
29,Africa_grid_10_0_40_50_grid_29,34.5,34.75,0.25,0.5,grid_30_0_35_5,4731.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_29_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
30,Africa_grid_10_0_40_50_grid_30,34.75,35.0,0.25,0.5,grid_30_0_35_5,4732.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_30_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
31,Africa_grid_10_0_40_50_grid_31,35.0,35.25,0.25,0.5,grid_30_0_35_5,4733.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_31_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",138.0
32,Africa_grid_10_0_40_50_grid_32,35.25,35.5,0.25,0.5,grid_35_0_40_5,4734.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_32_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
33,Africa_grid_10_0_40_50_grid_33,35.5,35.75,0.25,0.5,grid_35_0_40_5,4735.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_33_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
34,Africa_grid_10_0_40_50_grid_34,35.75,36.0,0.25,0.5,grid_35_0_40_5,4736.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_34_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
35,Africa_grid_10_0_40_50_grid_35,36.0,36.25,0.25,0.5,grid_35_0_40_5,4737.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_35_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
36,Africa_grid_10_0_40_50_grid_36,36.25,36.5,0.25,0.5,grid_35_0_40_5,4738.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_36_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
37,Africa_grid_10_0_40_50_grid_37,36.5,36.75,0.25,0.5,grid_35_0_40_5,4739.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_37_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
38,Africa_grid_10_0_40_50_grid_38,36.75,37.0,0.25,0.5,grid_35_0_40_5,4740.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_38_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
39,Africa_grid_10_0_40_50_grid_39,37.0,37.25,0.25,0.5,grid_35_0_40_5,4741.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_39_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
40,Africa_grid_10_0_40_50_grid_40,37.25,37.5,0.25,0.5,grid_35_0_40_5,4742.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_40_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
41,Africa_grid_10_0_40_50_grid_41,37.5,37.75,0.25,0.5,grid_35_0_40_5,4743.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_41_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
42,Africa_grid_10_0_40_50_grid_42,37.75,38.0,0.25,0.5,grid_35_0_40_5,4744.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_42_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
43,Africa_grid_10_0_40_50_grid_43,38.0,38.25,0.25,0.5,grid_35_0_40_5,4745.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_43_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",138.0
44,Africa_grid_10_0_40_50_grid_44,23.75,24.0,0.5,0.75,grid_20_0_25_5,4746.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_44_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",138.0
45,Africa_grid_10_0_40_50_grid_45,24.0,24.25,0.5,0.75,grid_20_0_25_5,4747.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_45_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",138.0
46,Africa_grid_10_0_40_50_grid_46,24.25,24.5,0.5,0.75,grid_20_0_25_5,4748.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_46_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",138.0
47,Africa_grid_10_0_40_50_grid_47,24.5,24.75,0.5,0.75,grid_20_0_25_5,4749.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_47_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",138.0
48,Africa_grid_10_0_40_50_grid_48,24.75,25.0,0.5,0.75,grid_20_0_25_5,4750.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_48_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",138.0
49,Africa_grid_10_0_40_50_grid_49,25.0,25.25,0.5,0.75,grid_20_0_25_5,4751.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_20_0_25_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_49_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((20 0, 20 5, 25 5, 25 0, 20 0))",138.0
100,Africa_grid_10_0_40_50_grid_100,31.25,31.5,0.75,1.0,grid_30_0_35_5,4802.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_100_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
101,Africa_grid_10_0_40_50_grid_101,31.5,31.75,0.75,1.0,grid_30_0_35_5,4803.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_101_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
102,Africa_grid_10_0_40_50_grid_102,31.75,32.0,0.75,1.0,grid_30_0_35_5,4804.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_102_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
103,Africa_grid_10_0_40_50_grid_103,32.0,32.25,0.75,1.0,grid_30_0_35_5,4805.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_103_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
104,Africa_grid_10_0_40_50_grid_104,32.25,32.5,0.75,1.0,grid_30_0_35_5,4806.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_104_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
105,Africa_grid_10_0_40_50_grid_105,32.5,32.75,0.75,1.0,grid_30_0_35_5,4807.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_105_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
106,Africa_grid_10_0_40_50_grid_106,32.75,33.0,0.75,1.0,grid_30_0_35_5,4808.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_106_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
107,Africa_grid_10_0_40_50_grid_107,33.0,33.25,0.75,1.0,grid_30_0_35_5,4809.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_107_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
108,Africa_grid_10_0_40_50_grid_108,33.25,33.5,0.75,1.0,grid_30_0_35_5,4810.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_108_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
109,Africa_grid_10_0_40_50_grid_109,33.5,33.75,0.75,1.0,grid_30_0_35_5,4811.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_109_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
110,Africa_grid_10_0_40_50_grid_110,33.75,34.0,0.75,1.0,grid_30_0_35_5,4812.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_110_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
111,Africa_grid_10_0_40_50_grid_111,34.0,34.25,0.75,1.0,grid_30_0_35_5,4813.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_111_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
112,Africa_grid_10_0_40_50_grid_112,34.25,34.5,0.75,1.0,grid_30_0_35_5,4814.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_112_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
113,Africa_grid_10_0_40_50_grid_113,34.5,34.75,0.75,1.0,grid_30_0_35_5,4815.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_113_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
114,Africa_grid_10_0_40_50_grid_114,34.75,35.0,0.75,1.0,grid_30_0_35_5,4816.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_114_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
115,Africa_grid_10_0_40_50_grid_115,35.0,35.25,0.75,1.0,grid_30_0_35_5,4817.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_30_0_35_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_115_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((30 0, 30 5, 35 5, 35 0, 30 0))",139.0
116,Africa_grid_10_0_40_50_grid_116,35.25,35.5,0.75,1.0,grid_35_0_40_5,4818.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_116_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",139.0
117,Africa_grid_10_0_40_50_grid_117,35.5,35.75,0.75,1.0,grid_35_0_40_5,4819.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_117_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",139.0
118,Africa_grid_10_0_40_50_grid_118,35.75,36.0,0.75,1.0,grid_35_0_40_5,4820.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_118_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",139.0
119,Africa_grid_10_0_40_50_grid_119,36.25,36.5,0.75,1.0,grid_35_0_40_5,4821.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_119_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",139.0
120,Africa_grid_10_0_40_50_grid_120,36.5,36.75,0.75,1.0,grid_35_0_40_5,4822.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_120_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",139.0
121,Africa_grid_10_0_40_50_grid_121,36.75,37.0,0.75,1.0,grid_35_0_40_5,4823.0,,/nas/houce/Alphaearth_embedding/AEF_tiles/2024/grid_35_0_40_5/Satellite_Embedding_Africa_grid_10_0_40_50_grid_121_2024-01-01_2025-01-01.tif,2024-01-01,2025-01-01,"POLYGON ((35 0, 35 5, 40 5, 40 0, 35 0))",139.0
