lon_min,lat_min,lon_max,lat_max,value
37.5,-10.0,40.0,-7.5,4.906647945131226
112.5,-10.0,115.0,-7.5,7.088340869482522
115.0,-10.0,117.5,-7.5,236.00160369704224
117.5,-10.0,120.0,-7.5,27.17172534375061
120.0,-10.0,122.5,-7.5,34.33337970766115
125.0,-10.0,127.5,-7.5,11.888297414544354
-80.0,-7.5,-77.5,-5.0,36.94664691430535
-77.5,-7.5,-75.0,-5.0,10.278357658540358
-50.0,-7.5,-47.5,-5.0,5.7183148908194426
-47.5,-7.5,-45.0,-5.0,2.764998303913785
-45.0,-7.5,-42.5,-5.0,8.256679677313286
-42.5,-7.5,-40.0,-5.0,2.865005260062958
-40.0,-7.5,-37.5,-5.0,24.843327278835886
-37.5,-7.5,-35.0,-5.0,18.934966056318785
12.5,-7.5,15.0,-5.0,2.7616708532735856
15.0,-7.5,17.5,-5.0,6.6016706814692725
17.5,-7.5,20.0,-5.0,5.764998303913785
20.0,-7.5,22.5,-5.0,16.843327278835886
22.5,-7.5,25.0,-5.0,105.49030972236801
25.0,-7.5,27.5,-5.0,3.0
30.0,-7.5,32.5,-5.0,82.01017626507587
32.5,-7.5,35.0,-5.0,29.11654510521862
35.0,-7.5,37.5,-5.0,69.27161842444832
37.5,-7.5,40.0,-5.0,14.310003220368117
105.0,-7.5,107.5,-5.0,406.66750689892467
107.5,-7.5,110.0,-5.0,6.866703766128921
110.0,-7.5,112.5,-5.0,4.986690197439202
142.5,-7.5,145.0,-5.0,13.071674073641702
145.0,-7.5,147.5,-5.0,10.168353579150676
-80.0,-5.0,-77.5,-2.5,9.448325410945358
-62.5,-5.0,-60.0,-2.5,3.3666689853830576
-55.0,-5.0,-52.5,-2.5,9.078328974922101
-52.5,-5.0,-50.0,-2.5,2.160000171804313
-47.5,-5.0,-45.0,-2.5,4.273316930514284
-45.0,-5.0,-42.5,-2.5,6.131667289296843
-42.5,-5.0,-40.0,-2.5,28.54322207757673
-40.0,-5.0,-37.5,-2.5,266.81849565820585
12.5,-5.0,15.0,-2.5,8.213323714859143
17.5,-5.0,20.0,-2.5,23.338336102875587
20.0,-5.0,22.5,-2.5,3.4233347503979985
22.5,-5.0,25.0,-2.5,10.893338142570428
25.0,-5.0,27.5,-2.5,5.006654901280399
27.5,-5.0,30.0,-2.5,8.231674245446015
32.5,-5.0,35.0,-2.5,69.2334022941518
35.0,-5.0,37.5,-2.5,12.881657284583866
37.5,-5.0,40.0,-2.5,11.4950088240397
102.5,-5.0,105.0,-2.5,53.58341925501395
115.0,-5.0,117.5,-2.5,4.94334900630497
117.5,-5.0,120.0,-2.5,5.715016982819066
120.0,-5.0,122.5,-2.5,11.338336102875587
127.5,-5.0,130.0,-2.5,2.9183435744376993
132.5,-5.0,135.0,-2.5,3.8716601613433568
135.0,-5.0,137.5,-2.5,5.244984048006813
137.5,-5.0,140.0,-2.5,7.2066688135787444
142.5,-5.0,145.0,-2.5,5.043355962454143
-80.0,-2.5,-77.5,0.0,129.33104655795398
-50.0,-2.5,-47.5,0.0,95.36448972997925
-47.5,-2.5,-45.0,0.0,8.369996436023257
12.5,-2.5,15.0,0.0,2.1316672892968427
15.0,-2.5,17.5,0.0,6.588360878908475
17.5,-2.5,20.0,0.0,5.263334578593685
25.0,-2.5,27.5,0.0,5.849982180116285
27.5,-2.5,30.0,0.0,49.74816284244969
30.0,-2.5,32.5,0.0,62.468304886106466
32.5,-2.5,35.0,0.0,42.00309969973728
35.0,-2.5,37.5,0.0,33.819980334182674
37.5,-2.5,40.0,0.0,2.6266761133365435
100.0,-2.5,102.5,0.0,10.686669328991684
102.5,-2.5,105.0,0.0,17.97832201877293
112.5,-2.5,115.0,0.0,7.0033274506401995
115.0,-2.5,117.5,0.0,4.458307762865957
120.0,-2.5,122.5,0.0,4.156672721164114
130.0,-2.5,132.5,0.0,7.658351217804125
132.5,-2.5,135.0,0.0,4.241671368686525
135.0,-2.5,137.5,0.0,10.34670428154186
-80.0,0.0,-77.5,2.5,9.38834696661013
-77.5,0.0,-75.0,2.5,2.8716601613433568
10.0,0.0,12.5,2.5,3.7866762851408566
15.0,0.0,17.5,2.5,3.6083403540695826
22.5,0.0,25.0,2.5,15.073387351027577
27.5,0.0,30.0,2.5,2.0033274506401995
30.0,0.0,32.5,2.5,124.9516328521596
32.5,0.0,35.0,2.5,234.8864302428551
35.0,0.0,37.5,2.5,2.369996436023257
37.5,0.0,40.0,2.5,2.7366654214063146
42.5,0.0,45.0,2.5,2.504991175960299
97.5,0.0,100.0,2.5,4.743335094006625
100.0,0.0,102.5,2.5,53.9367636665163
102.5,0.0,105.0,2.5,390.6994774297905
107.5,0.0,110.0,2.5,5.70329181087277
110.0,0.0,112.5,2.5,17.898279766464952
120.0,0.0,122.5,2.5,11.624962835950669
-77.5,2.5,-75.0,5.0,60.950143030568825
-75.0,2.5,-72.5,5.0,29.264993065807744
-72.5,2.5,-70.0,5.0,3.463348490892031
7.5,2.5,10.0,5.0,65.92311223760112
10.0,2.5,12.5,5.0,138.97279006519693
15.0,2.5,17.5,5.0,4.125012388016444
17.5,2.5,20.0,5.0,16.566682897681403
22.5,2.5,25.0,5.0,10.366668985383058
25.0,2.5,27.5,5.0,4.065019172361303
27.5,2.5,30.0,5.0,7.848368006861961
30.0,2.5,32.5,5.0,45.39836933738263
32.5,2.5,35.0,5.0,7.2066688135787444
37.5,2.5,40.0,5.0,5.839999828195687
40.0,2.5,42.5,5.0,2.580007471562112
95.0,2.5,97.5,5.0,4.028347653827382
97.5,2.5,100.0,5.0,319.2276578733681
100.0,2.5,102.5,5.0,55.866733308768744
112.5,2.5,115.0,5.0,12.899993043850827
115.0,2.5,117.5,5.0,2.0033274506401995
-77.5,5.0,-75.0,7.5,3.1133167587099706
-75.0,5.0,-72.5,7.5,7.209996264218944
-10.0,5.0,-7.5,7.5,3.1633276224445126
-7.5,5.0,-5.0,7.5,61.15494467245833
-5.0,5.0,-2.5,7.5,47.910059728583064
-2.5,5.0,0.0,7.5,64.81169648832804
0.0,5.0,2.5,7.5,491.332526415708
2.5,5.0,5.0,7.5,54.5335265618387
5.0,5.0,7.5,7.5,138.65819302839293
7.5,5.0,10.0,7.5,35.358414682168245
10.0,5.0,12.5,7.5,21.648368865883526
12.5,5.0,15.0,7.5,2.865005260062958
15.0,5.0,17.5,7.5,7.009982351920598
20.0,5.0,22.5,7.5,4.836672377555487
30.0,5.0,32.5,7.5,8.051610265668955
35.0,5.0,37.5,7.5,4.376651337303656
37.5,5.0,40.0,7.5,43.43835783034467
42.5,5.0,45.0,7.5,3.8300174762750885
45.0,5.0,47.5,7.5,10.215036992245018
80.0,5.0,82.5,7.5,56.24012675692393
100.0,5.0,102.5,7.5,35.94168004287883
115.0,5.0,117.5,7.5,86.59518444581215
120.0,5.0,122.5,7.5,6.35335918282226
-85.0,7.5,-82.5,10.0,4.191660504951983
-77.5,7.5,-75.0,10.0,11.604998132109472
-75.0,7.5,-72.5,10.0,8.686669328991684
-72.5,7.5,-70.0,10.0,44.64157054651184
-70.0,7.5,-67.5,10.0,2.1283398386566432
-65.0,7.5,-62.5,10.0,4.121684937376244
-12.5,7.5,-10.0,10.0,26.38492041183838
-10.0,7.5,-7.5,10.0,12.276644381154483
-7.5,7.5,-5.0,10.0,18.868332710703157
-5.0,7.5,-2.5,10.0,2.369996436023257
-2.5,7.5,0.0,10.0,11.253352226673087
0.0,7.5,2.5,10.0,43.743434198138175
2.5,7.5,5.0,10.0,49.57183750115894
5.0,7.5,7.5,10.0,35.536710594387614
7.5,7.5,10.0,10.0,61.0468225360778
10.0,7.5,12.5,10.0,67.79817370618423
12.5,7.5,15.0,10.0,12.535037335853644
15.0,7.5,17.5,10.0,67.71851309908254
17.5,7.5,20.0,10.0,15.603383958855147
27.5,7.5,30.0,10.0,4.366668985383058
35.0,7.5,37.5,10.0,24.291667461101156
37.5,7.5,40.0,10.0,260.0151202980818
40.0,7.5,42.5,10.0,20.31337498496805
42.5,7.5,45.0,10.0,2.2633345785936854
75.0,7.5,77.5,10.0,6.518300978521097
80.0,7.5,82.5,10.0,33.376834774246845
97.5,7.5,100.0,10.0,36.02823377837592
122.5,7.5,125.0,10.0,9.331681201595188
125.0,7.5,127.5,10.0,8.986690197439202
-87.5,10.0,-85.0,12.5,4.241671368686525
-75.0,10.0,-72.5,12.5,3.974994568132729
-70.0,10.0,-67.5,12.5,4.103334406789372
-65.0,10.0,-62.5,12.5,28.408495107394515
-15.0,10.0,-12.5,12.5,16.52332693522726
-12.5,10.0,-10.0,12.5,19.161614345058638
-10.0,10.0,-7.5,12.5,30.95835731493173
-7.5,10.0,-5.0,12.5,29.52666915718737
-5.0,10.0,-2.5,12.5,34.94333423498506
-2.5,10.0,0.0,12.5,35.361543924545344
0.0,10.0,2.5,12.5,2.1283398386566432
2.5,10.0,5.0,12.5,17.156672721164114
5.0,10.0,7.5,12.5,17.278357658540358
7.5,10.0,10.0,12.5,74.18333664024544
10.0,10.0,12.5,12.5,33.24498404800681
12.5,10.0,15.0,12.5,32.613267206644196
15.0,10.0,17.5,12.5,2.1316672892968427
22.5,10.0,25.0,12.5,6.138322190577242
25.0,10.0,27.5,12.5,20.066732449747178
27.5,10.0,30.0,12.5,4.868332710703157
30.0,10.0,32.5,12.5,6.555002039694841
35.0,10.0,37.5,12.5,10.489968096013627
37.5,10.0,40.0,12.5,32.19660212884651
75.0,10.0,77.5,12.5,150.24536139810527
77.5,10.0,80.0,12.5,127.06664811693554
97.5,10.0,100.0,12.5,2.369996436023257
102.5,10.0,105.0,12.5,8.686654557671773
105.0,10.0,107.5,12.5,306.6950584600821
107.5,10.0,110.0,12.5,36.54174702730586
122.5,10.0,125.0,12.5,27.0248767850959
-92.5,12.5,-90.0,15.0,6.743349865326536
-90.0,12.5,-87.5,15.0,143.9370419124832
-87.5,12.5,-85.0,15.0,40.45670836093154
-62.5,12.5,-60.0,15.0,10.606627076683708
-17.5,12.5,-15.0,15.0,65.29502445438118
-15.0,12.5,-12.5,15.0,42.30494772102213
-12.5,12.5,-10.0,15.0,2.8683327107031573
-7.5,12.5,-5.0,15.0,35.818222742837065
-5.0,12.5,-2.5,15.0,22.393288590504653
-2.5,12.5,0.0,15.0,23.0783289749221
0.0,12.5,2.5,15.0,17.934980827638697
2.5,12.5,5.0,15.0,19.659935848418627
5.0,12.5,7.5,15.0,38.82336257499469
7.5,12.5,10.0,15.0,56.42482027688095
10.0,12.5,12.5,15.0,6.338336102875587
12.5,12.5,15.0,15.0,5.141649641217441
15.0,12.5,17.5,15.0,4.3733238866634565
20.0,12.5,22.5,15.0,11.479985744093028
22.5,12.5,25.0,15.0,7.433302330998686
27.5,12.5,30.0,15.0,2.865005260062958
30.0,12.5,32.5,15.0,9.845040556221761
32.5,12.5,35.0,15.0,60.54016239669136
35.0,12.5,37.5,15.0,14.876700889369431
37.5,12.5,40.0,15.0,20.17665219632522
42.5,12.5,45.0,15.0,11.929925328292711
45.0,12.5,47.5,15.0,2.655008995844014
75.0,12.5,77.5,15.0,61.051709369800506
77.5,12.5,80.0,15.0,63.83334492691529
100.0,12.5,102.5,15.0,256.40846126964686
102.5,12.5,105.0,15.0,44.638342200003194
105.0,12.5,107.5,15.0,3.993345098719601
107.5,12.5,110.0,15.0,32.760016661167356
120.0,12.5,122.5,15.0,175.1288101117824
122.5,12.5,125.0,15.0,15.311716497753991
-100.0,15.0,-97.5,17.5,4.348333226116097
-97.5,15.0,-95.0,17.5,24.426746533849837
-95.0,15.0,-92.5,17.5,35.26837530661976
-92.5,15.0,-90.0,17.5,18.130038344722607
-90.0,15.0,-87.5,17.5,7.538364786493844
-87.5,15.0,-85.0,17.5,5.221691893525417
-62.5,15.0,-60.0,17.5,89.56372232092758
-17.5,15.0,-15.0,17.5,26.418378355183563
-15.0,15.0,-12.5,17.5,34.10331963546946
-12.5,15.0,-10.0,17.5,3.7616708532735856
-10.0,15.0,-7.5,17.5,2.865005260062958
-5.0,15.0,-2.5,17.5,14.0849838762025
35.0,15.0,37.5,17.5,2.4666759415322304
42.5,15.0,45.0,17.5,2.109989308069771
47.5,15.0,50.0,17.5,8.486640645373427
72.5,15.0,75.0,17.5,37.59340160693455
75.0,15.0,77.5,17.5,56.231674245446015
77.5,15.0,80.0,17.5,14.958372086251643
80.0,15.0,82.5,17.5,81.43033127803278
95.0,15.0,97.5,17.5,3.5483471384144423
97.5,15.0,100.0,17.5,16.181678153031385
100.0,15.0,102.5,17.5,60.45850597112906
102.5,15.0,105.0,17.5,173.84176789575338
105.0,15.0,107.5,17.5,5.395001867890528
120.0,15.0,122.5,17.5,30.888411289995815
-105.0,17.5,-102.5,20.0,31.093381597508596
-102.5,17.5,-100.0,20.0,15.354973356076584
-100.0,17.5,-97.5,20.0,186.24040929799867
-97.5,17.5,-95.0,20.0,77.09839707800268
-92.5,17.5,-90.0,20.0,6.376651337303656
-90.0,17.5,-87.5,20.0,8.373323886663457
-75.0,17.5,-72.5,20.0,3.47000339217243
-72.5,17.5,-70.0,20.0,35.698350186978246
-70.0,17.5,-67.5,20.0,45.00329790800038
-12.5,17.5,-10.0,20.0,3.566682897681403
32.5,17.5,35.0,20.0,6.481699021478903
40.0,17.5,42.5,20.0,25.378280281877892
42.5,17.5,45.0,20.0,7.228346794805816
55.0,17.5,57.5,20.0,2.1283398386566432
72.5,17.5,75.0,20.0,484.6719591832657
75.0,17.5,77.5,20.0,90.41827925105201
77.5,17.5,80.0,20.0,103.2298766352485
80.0,17.5,82.5,20.0,23.168269246339037
82.5,17.5,85.0,20.0,55.341648782195875
92.5,17.5,95.0,20.0,2.1316672892968427
95.0,17.5,97.5,20.0,22.608241249938033
97.5,17.5,100.0,20.0,175.3490997761462
100.0,17.5,102.5,20.0,5.4166798491176
102.5,17.5,105.0,20.0,6.604998132109472
107.5,17.5,110.0,20.0,54.5750806189875
120.0,17.5,122.5,20.0,7.463348490892031
-105.0,20.0,-102.5,22.5,8.878315062623756
-102.5,20.0,-100.0,22.5,53.21322461072759
-100.0,20.0,-97.5,22.5,82.593302502803
-90.0,20.0,-87.5,22.5,12.468374447598194
-77.5,20.0,-75.0,22.5,9.328353750954989
-72.5,20.0,-70.0,22.5,4.110004079389682
0.0,20.0,2.5,22.5,2.495008824039701
40.0,20.0,42.5,22.5,6.081656425562301
70.0,20.0,72.5,22.5,57.72992618731428
72.5,20.0,75.0,22.5,69.83664283491566
75.0,20.0,77.5,22.5,66.08841043097425
77.5,20.0,80.0,22.5,164.62602669837543
80.0,20.0,82.5,22.5,292.42225937627086
82.5,20.0,85.0,22.5,74.92342861642351
85.0,20.0,87.5,22.5,60.436615010318974
95.0,20.0,97.5,22.5,37.84182698103302
97.5,20.0,100.0,22.5,3.4916813733995014
100.0,20.0,102.5,22.5,15.366668985383058
102.5,20.0,105.0,22.5,14.271603653128409
105.0,20.0,107.5,22.5,414.5456352649877
107.5,20.0,110.0,22.5,6.085013418842323
110.0,20.0,112.5,22.5,20.09673859078862
-107.5,22.5,-105.0,25.0,3.363341534742858
-105.0,22.5,-102.5,25.0,39.553373095120605
-102.5,22.5,-100.0,25.0,4.141649641217441
-100.0,22.5,-97.5,25.0,22.805111148539368
37.5,22.5,40.0,25.0,17.708332538898844
45.0,22.5,47.5,25.0,3.2449840480068133
52.5,22.5,55.0,25.0,31.663446736002015
55.0,22.5,57.5,25.0,16.546633861028567
57.5,22.5,60.0,25.0,29.405167656754315
67.5,22.5,70.0,25.0,11.689982008311972
70.0,22.5,72.5,25.0,20.828304198889214
72.5,22.5,75.0,25.0,199.70826297740712
75.0,22.5,77.5,25.0,56.319985572288715
77.5,22.5,80.0,25.0,71.88991158779868
80.0,22.5,82.5,25.0,54.73829436598055
82.5,22.5,85.0,25.0,31.100036498788995
85.0,22.5,87.5,25.0,252.6847683195548
87.5,22.5,90.0,25.0,223.51667203394686
90.0,22.5,92.5,25.0,315.1766774438572
95.0,22.5,97.5,25.0,14.916714629863463
97.5,22.5,100.0,25.0,26.063192019523967
100.0,22.5,102.5,25.0,3.2883400104609564
102.5,22.5,105.0,25.0,41.94493363691947
105.0,22.5,107.5,25.0,11.414966571731725
107.5,22.5,110.0,25.0,76.26986083310271
110.0,22.5,112.5,25.0,32.62998879265683
112.5,22.5,115.0,25.0,74.71855311793445
115.0,22.5,117.5,25.0,237.65771846015934
120.0,22.5,122.5,25.0,29.651626755031998
-112.5,25.0,-110.0,27.5,3.4916813733995014
-110.0,25.0,-107.5,27.5,15.275015436580247
-105.0,25.0,-102.5,27.5,3.006654901280399
-100.0,25.0,-97.5,27.5,61.96492788340049
-82.5,25.0,-80.0,27.5,19.52676826131892
-80.0,25.0,-77.5,27.5,6.505020718600122
12.5,25.0,15.0,27.5,4.228346794805816
30.0,25.0,32.5,27.5,3.6333457859368536
35.0,25.0,37.5,27.5,5.859964532036884
40.0,25.0,42.5,27.5,3.7366654214063146
42.5,25.0,45.0,27.5,188.7295845609599
50.0,25.0,52.5,27.5,6.579992700242201
52.5,25.0,55.0,27.5,4.42334952171791
55.0,25.0,57.5,27.5,15.79170224184702
60.0,25.0,62.5,27.5,3.636658465257142
65.0,25.0,67.5,27.5,9.483313194733228
67.5,25.0,70.0,27.5,78.25339224552499
70.0,25.0,72.5,27.5,16.483313194733228
72.5,25.0,75.0,27.5,107.6199368792445
