lon_min,lat_min,lon_max,lat_max,value,geometry,_merge
18.0,-4.25,18.25,-4.0,34.366654214063146,,left_only
18.25,-4.25,18.5,-4.0,37.308324723728106,,left_only
18.5,-4.25,18.75,-4.0,31.34668951022195,,left_only
18.75,-4.25,19.0,-4.0,26.30667576972792,,left_only
19.0,-4.25,19.25,-4.0,24.47333084281263,,left_only
19.25,-4.25,19.5,-4.0,25.731674245446012,,left_only
19.5,-4.25,19.75,-4.0,23.46833966685233,,left_only
19.75,-4.25,20.0,-4.0,18.560027996401004,,left_only
20.5,-4.25,20.75,-4.0,16.201662866298534,,left_only
24.25,-4.25,24.5,-4.0,16.560042767720915,,left_only
26.25,-4.25,26.5,-4.0,12.131617737231068,,left_only
26.5,-4.25,26.75,-4.0,24.308339495048017,,left_only
26.75,-4.25,27.0,-4.0,20.30334831908772,,left_only
27.0,-4.25,27.25,-4.0,15.836672377555487,,left_only
27.25,-4.25,27.5,-4.0,10.990017648079402,,left_only
28.75,-4.25,29.0,-4.0,13.783249730369109,,left_only
29.0,-4.25,29.25,-4.0,49.33164642084933,,left_only
29.25,-4.25,29.5,-4.0,48.18137560253069,,left_only
29.5,-4.25,29.75,-4.0,154.69990957006075,,left_only
29.75,-4.25,30.0,-4.0,170.76689501824285,,left_only
30.0,-4.25,30.25,-4.0,103.27517886409748,,left_only
30.25,-4.25,30.5,-4.0,57.3650895928746,,left_only
30.5,-4.25,30.75,-4.0,14.46835443817224,,left_only
31.75,-4.25,32.0,-4.0,15.82798687706861,,left_only
32.0,-4.25,32.25,-4.0,166.45008300229097,,left_only
32.25,-4.25,32.5,-4.0,170.47665829345283,,left_only
32.5,-4.25,32.75,-4.0,156.58843997361407,,left_only
32.75,-4.25,33.0,-4.0,133.79667340838137,,left_only
33.0,-4.25,33.25,-4.0,126.6101379642671,,left_only
33.25,-4.25,33.5,-4.0,86.06340499910698,,left_only
33.5,-4.25,33.75,-4.0,56.68166338171147,,left_only
33.75,-4.25,34.0,-4.0,56.39337292331629,,left_only
34.0,-4.25,34.25,-4.0,39.1549942245241,,left_only
34.25,-4.25,34.5,-4.0,47.00329790800038,,left_only
34.5,-4.25,34.75,-4.0,48.82823987550353,,left_only
34.75,-4.25,35.0,-4.0,61.20154899084707,,left_only
35.0,-4.25,35.25,-4.0,79.87492328859787,,left_only
35.25,-4.25,35.5,-4.0,117.92328519833222,,left_only
35.5,-4.25,35.75,-4.0,139.91689806680665,,left_only
35.75,-4.25,36.0,-4.0,63.35519157376564,,left_only
37.5,-4.25,37.75,-4.0,23.84315861321261,,left_only
37.75,-4.25,38.0,-4.0,50.05838428050686,,left_only
38.0,-4.25,38.25,-4.0,24.824996757674967,,left_only
39.0,-4.25,39.25,-4.0,29.93814485076166,,left_only
39.25,-4.25,39.5,-4.0,101.13281548453324,,left_only
39.5,-4.25,39.75,-4.0,220.4154020641116,,left_only
39.75,-4.25,40.0,-4.0,74.62369028905073,,left_only
17.0,-4.0,17.25,-3.75,10.374987611983556,,left_only
17.25,-4.0,17.5,-3.75,16.263334578593685,,left_only
17.5,-4.0,17.75,-3.75,15.0033274506402,,left_only
17.75,-4.0,18.0,-3.75,17.749975223967112,,left_only
18.0,-4.0,18.25,-3.75,19.41666507779769,,left_only
18.25,-4.0,18.5,-3.75,18.151666773883903,,left_only
18.5,-4.0,18.75,-3.75,24.628339838656643,,left_only
18.75,-4.0,19.0,-3.75,23.0,,left_only
19.0,-4.0,19.25,-3.75,17.949989136265458,,left_only
19.25,-4.0,19.5,-3.75,13.626661342016632,,left_only
19.5,-4.0,19.75,-3.75,11.251673730033076,,left_only
24.25,-4.0,24.5,-3.75,14.031695113893534,,left_only
26.5,-4.0,26.75,-3.75,14.676672205751174,,left_only
26.75,-4.0,27.0,-3.75,13.205005088258645,,left_only
28.5,-4.0,28.75,-3.75,10.371660161343357,,left_only
29.0,-4.0,29.25,-3.75,42.27662960983457,,left_only
29.25,-4.0,29.5,-3.75,92.49804849549912,,left_only
29.5,-4.0,29.75,-3.75,170.2217414455912,,left_only
29.75,-4.0,30.0,-3.75,155.5533583238007,,left_only
30.0,-4.0,30.25,-3.75,123.80184802128484,,left_only
30.25,-4.0,30.5,-3.75,82.00179237209147,,left_only
30.5,-4.0,30.75,-3.75,57.20681223167003,,left_only
30.75,-4.0,31.0,-3.75,26.83014612304646,,left_only
31.75,-4.0,32.0,-3.75,14.95461343833938,,left_only
32.0,-4.0,32.25,-3.75,160.09997741350935,,left_only
32.25,-4.0,32.5,-3.75,153.21164521821913,,left_only
32.5,-4.0,32.75,-3.75,188.6400997913488,,left_only
32.75,-4.0,33.0,-3.75,146.72844589893737,,left_only
33.0,-4.0,33.25,-3.75,118.55512115325234,,left_only
33.25,-4.0,33.5,-3.75,133.4953008983283,,left_only
33.5,-4.0,33.75,-3.75,67.52668392850728,,left_only
33.75,-4.0,34.0,-3.75,55.12838939072242,,left_only
34.0,-4.0,34.25,-3.75,38.3950514199563,,left_only
34.25,-4.0,34.5,-3.75,27.953316586905657,,left_only
34.5,-4.0,34.75,-3.75,21.826675254314974,,left_only
34.75,-4.0,35.0,-3.75,18.676558330299716,,left_only
35.0,-4.0,35.25,-3.75,33.189803809474824,,left_only
35.25,-4.0,35.5,-3.75,84.91824970841219,,left_only
35.5,-4.0,35.75,-3.75,109.37514150628692,,left_only
35.75,-4.0,36.0,-3.75,43.546802526651845,,left_only
36.25,-4.0,36.5,-3.75,11.06332066629534,,left_only
36.5,-4.0,36.75,-3.75,15.570025119641514,,left_only
36.75,-4.0,37.0,-3.75,10.315009167648329,,left_only
37.25,-4.0,37.5,-3.75,12.798138925438366,,left_only
37.5,-4.0,37.75,-3.75,63.98192677238183,,left_only
37.75,-4.0,38.0,-3.75,17.270059041365812,,left_only
39.0,-4.0,39.25,-3.75,23.024772442858307,,left_only
39.25,-4.0,39.5,-3.75,80.87131329688293,,left_only
39.5,-4.0,39.75,-3.75,216.99521750851488,,left_only
39.75,-4.0,40.0,-3.75,96.01025012167544,,left_only
17.25,-3.75,17.5,-3.5,15.730010520125916,,left_only
17.5,-3.75,17.75,-3.5,12.476658293452829,,left_only
17.75,-3.75,18.0,-3.5,12.5783289749221,,left_only
18.0,-3.75,18.25,-3.5,11.838336102875587,,left_only
18.25,-3.75,18.5,-3.5,15.53166033314767,,left_only
18.5,-3.75,18.75,-3.5,21.838336102875587,,left_only
18.75,-3.75,19.0,-3.5,19.196686461658143,,left_only
23.25,-3.75,23.5,-3.5,18.278223773662944,,left_only
23.5,-3.75,23.75,-3.5,43.76351277743083,,left_only
23.75,-3.75,24.0,-3.5,11.891674417250329,,left_only
26.75,-3.75,27.0,-3.5,11.0016637253201,,left_only
27.0,-3.75,27.25,-3.5,10.156672721164114,,left_only
29.0,-3.75,29.25,-3.5,59.059457676145485,,left_only
29.25,-3.75,29.5,-3.5,207.37824979623983,,left_only
29.5,-3.75,29.75,-3.5,208.19350242910923,,left_only
29.75,-3.75,30.0,-3.5,170.61173212809547,,left_only
30.0,-3.75,30.25,-3.5,147.13006788736243,,left_only
30.25,-3.75,30.5,-3.5,123.60174977617488,,left_only
30.5,-3.75,30.75,-3.5,110.47854976967584,,left_only
30.75,-3.75,31.0,-3.5,57.091802205000135,,left_only
31.25,-3.75,31.5,-3.5,19.31835138960844,,left_only
31.5,-3.75,31.75,-3.5,15.549976082988678,,left_only
31.75,-3.75,32.0,-3.5,65.21662591796735,,left_only
32.0,-3.75,32.25,-3.5,132.9966577780399,,left_only
32.25,-3.75,32.5,-3.5,128.29982266018442,,left_only
32.5,-3.75,32.75,-3.5,152.24830196543314,,left_only
32.75,-3.75,33.0,-3.5,130.62009077354787,,left_only
33.0,-3.75,33.25,-3.5,105.13983725970002,,left_only
33.25,-3.75,33.5,-3.5,156.80358130809668,,left_only
33.5,-3.75,33.75,-3.5,104.35348782959365,,left_only
33.75,-3.75,34.0,-3.5,70.2383934701121,,left_only
34.0,-3.75,34.25,-3.5,61.19172482833767,,left_only
34.25,-3.75,34.5,-3.5,47.036814936625206,,left_only
34.5,-3.75,34.75,-3.5,15.501713277385877,,left_only
35.0,-3.75,35.25,-3.5,10.428226822226748,,left_only
35.25,-3.75,35.5,-3.5,53.04656953764288,,left_only
35.5,-3.75,35.75,-3.5,80.64015458152062,,left_only
35.75,-3.75,36.0,-3.5,40.75173805341876,,left_only
36.0,-3.75,36.25,-3.5,15.231639464700152,,left_only
36.25,-3.75,36.5,-3.5,25.379993559263767,,left_only
36.5,-3.75,36.75,-3.5,126.14672420699117,,left_only
36.75,-3.75,37.0,-3.5,134.0068026144795,,left_only
37.0,-3.75,37.25,-3.5,64.86336583927664,,left_only
37.25,-3.75,37.5,-3.5,84.33320056582579,,left_only
37.5,-3.75,37.75,-3.5,114.19192303660076,,left_only
38.0,-3.75,38.25,-3.5,18.69167527627189,,left_only
38.25,-3.75,38.5,-3.5,56.36516344947415,,left_only
38.5,-3.75,38.75,-3.5,35.67513712720245,,left_only
38.75,-3.75,39.0,-3.5,10.023292154481396,,left_only
39.0,-3.75,39.25,-3.5,12.021613657841383,,left_only
39.25,-3.75,39.5,-3.5,37.86981823718611,,left_only
39.5,-3.75,39.75,-3.5,111.83520256539066,,left_only
39.75,-3.75,40.0,-3.5,78.22024638589437,,left_only
40.0,-3.75,40.25,-3.5,11.816722445034202,,left_only
17.25,-3.5,17.5,-3.25,65.52672824246702,,left_only
18.0,-3.5,18.25,-3.25,11.260007127953486,,left_only
18.25,-3.5,18.5,-3.25,12.5833201508824,,left_only
18.5,-3.5,18.75,-3.25,16.23162469338024,,left_only
18.75,-3.5,19.0,-3.25,23.29670818912723,,left_only
23.25,-3.5,23.5,-3.25,13.52665438586746,,left_only
23.5,-3.5,23.75,-3.25,28.80678011196551,,left_only
23.75,-3.5,24.0,-3.25,10.47000339217243,,left_only
24.25,-3.5,24.5,-3.25,10.621684937376244,,left_only
27.75,-3.5,28.0,-3.25,12.148354094563617,,left_only
28.0,-3.5,28.25,-3.25,15.630018335296654,,left_only
29.0,-3.5,29.25,-3.25,105.16613430489495,,left_only
29.25,-3.5,29.5,-3.25,343.970523217364,,left_only
29.5,-3.5,29.75,-3.25,236.24180525356397,,left_only
29.75,-3.5,30.0,-3.25,191.20353957120165,,left_only
30.0,-3.5,30.25,-3.25,137.65170155462977,,left_only
30.25,-3.5,30.5,-3.25,109.60991021336416,,left_only
30.5,-3.5,30.75,-3.25,119.42017596538108,,left_only
30.75,-3.5,31.0,-3.25,79.80517547192505,,left_only
31.0,-3.5,31.25,-3.25,22.386564127732527,,left_only
31.25,-3.5,31.5,-3.25,57.80667053162188,,left_only
31.5,-3.5,31.75,-3.25,60.75482727694396,,left_only
31.75,-3.5,32.0,-3.25,135.47828199992102,,left_only
32.0,-3.5,32.25,-3.25,120.35991497997112,,left_only
32.25,-3.5,32.5,-3.25,134.8016645843417,,left_only
32.5,-3.5,32.75,-3.25,135.09835800214898,,left_only
32.75,-3.5,33.0,-3.25,135.71515086769648,,left_only
33.0,-3.5,33.25,-3.25,99.8248428633716,,left_only
33.25,-3.5,33.5,-3.25,123.70825344419325,,left_only
33.5,-3.5,33.75,-3.25,122.1917943898294,,left_only
33.75,-3.5,34.0,-3.25,100.72671261212554,,left_only
34.0,-3.5,34.25,-3.25,93.82339211763453,,left_only
34.25,-3.5,34.5,-3.25,55.50678878615781,,left_only
34.5,-3.5,34.75,-3.25,10.045004916454332,,left_only
35.25,-3.5,35.5,-3.25,27.769826052356848,,left_only
35.5,-3.5,35.75,-3.25,71.05508637250648,,left_only
35.75,-3.5,36.0,-3.25,57.49008197146509,,left_only
36.0,-3.5,36.25,-3.25,16.22996096806014,,left_only
36.25,-3.5,36.5,-3.25,60.176017552684016,,left_only
36.5,-3.5,36.75,-3.25,262.56335974214903,,left_only
36.75,-3.5,37.0,-3.25,262.08011610890753,,left_only
37.0,-3.5,37.25,-3.25,210.53327356340375,,left_only
37.25,-3.5,37.5,-3.25,256.66344055489776,,left_only
37.5,-3.5,37.75,-3.25,226.29922383277935,,left_only
38.0,-3.5,38.25,-3.25,24.67482504348789,,left_only
38.25,-3.5,38.5,-3.25,81.25177283416463,,left_only
38.5,-3.5,38.75,-3.25,43.250109108844526,,left_only
39.5,-3.5,39.75,-3.25,35.35812260787964,,left_only
39.75,-3.5,40.0,-3.25,73.53997895974817,,left_only
40.0,-3.5,40.25,-3.25,58.57358032118464,,left_only
16.75,-3.25,17.0,-3.0,13.47833679009284,,left_only
17.25,-3.25,17.5,-3.0,39.41327854187784,,left_only
18.0,-3.25,18.25,-3.0,11.365005260062958,,left_only
18.25,-3.25,18.5,-3.0,15.691660504951985,,left_only
18.5,-3.25,18.75,-3.0,19.70663403283288,,left_only
18.75,-3.25,19.0,-3.0,14.98833915143939,,left_only
25.75,-3.25,26.0,-3.0,57.84024235041852,,left_only
26.0,-3.25,26.25,-3.0,11.29504446380713,,left_only
28.0,-3.25,28.25,-3.0,18.551709369800506,,left_only
28.25,-3.25,28.5,-3.0,17.096694276828885,,left_only
28.5,-3.25,28.75,-3.0,16.169997295044823,,left_only
28.75,-3.25,29.0,-3.0,21.091336226982207,,left_only
29.0,-3.25,29.25,-3.0,109.5714758653786,,left_only
29.25,-3.25,29.5,-3.0,245.7597803200488,,left_only
29.5,-3.25,29.75,-3.0,206.49168661150557,,left_only
29.75,-3.25,30.0,-3.0,178.4635171565153,,left_only
30.0,-3.25,30.25,-3.0,132.6284389427882,,left_only
30.25,-3.25,30.5,-3.0,88.6132672066442,,left_only
30.5,-3.25,30.75,-3.0,103.23004530087178,,left_only
30.75,-3.25,31.0,-3.0,81.61345064358738,,left_only
31.0,-3.25,31.25,-3.0,34.913302846411625,,left_only
31.25,-3.25,31.5,-3.0,56.963284167506345,,left_only
31.5,-3.25,31.75,-3.0,66.96809190652345,,left_only
31.75,-3.25,32.0,-3.0,162.72012727233687,,left_only
32.0,-3.25,32.25,-3.0,120.2032570301269,,left_only
32.25,-3.25,32.5,-3.0,148.3684318148347,,left_only
32.5,-3.25,32.75,-3.0,127.10997453674986,,left_only
32.75,-3.25,33.0,-3.0,133.61002408881563,,left_only
33.0,-3.25,33.25,-3.0,109.11832270599018,,left_only
33.25,-3.25,33.5,-3.0,127.50497116653436,,left_only
33.5,-3.25,33.75,-3.0,134.41326806566576,,left_only
33.75,-3.25,34.0,-3.0,147.46505653017186,,left_only
34.0,-3.25,34.25,-3.0,157.02696123147598,,left_only
34.25,-3.25,34.5,-3.0,85.13683666409429,,left_only
34.5,-3.25,34.75,-3.0,10.4150161237975,,left_only
35.5,-3.25,35.75,-3.0,31.474950254172995,,left_only
35.75,-3.25,36.0,-3.0,32.50998759002664,,left_only
36.25,-3.25,36.5,-3.0,35.32428301932816,,left_only
36.5,-3.25,36.75,-3.0,129.7481890329799,,left_only
36.75,-3.25,37.0,-3.0,140.6348027127782,,left_only
37.0,-3.25,37.25,-3.0,142.81469802693198,,left_only
37.25,-3.25,37.5,-3.0,154.82111040598954,,left_only
37.5,-3.25,37.75,-3.0,216.65210844736805,,left_only
38.25,-3.25,38.5,-3.0,29.99328601343996,,left_only
38.5,-3.25,38.75,-3.0,15.933421444556188,,left_only
39.5,-3.25,39.75,-3.0,10.628240734525091,,left_only
39.75,-3.25,40.0,-3.0,51.64162009857762,,left_only
40.0,-3.25,40.25,-3.0,70.88186073095301,,left_only
40.25,-3.25,40.5,-3.0,14.870045988089032,,left_only
16.75,-3.0,17.0,-2.75,12.671681029790877,,left_only
17.5,-3.0,17.75,-2.75,13.320000343608626,,left_only
17.75,-3.0,18.0,-2.75,13.4166798491176,,left_only
18.0,-3.0,18.25,-2.75,12.278308106474585,,left_only
18.25,-3.0,18.5,-2.75,20.88002834000963,,left_only
18.5,-3.0,18.75,-2.75,16.671681029790875,,left_only
25.75,-3.0,26.0,-2.75,72.18179726658889,,left_only
26.0,-3.0,26.25,-2.75,16.87337343872923,,left_only
28.25,-3.0,28.5,-2.75,21.10832558274967,,left_only
28.5,-3.0,28.75,-2.75,70.48669973065307,,left_only
28.75,-3.0,29.0,-2.75,102.39319378148092,,left_only
29.0,-3.0,29.25,-2.75,134.42346339716937,,left_only
29.25,-3.0,29.5,-2.75,135.77656528644889,,left_only
29.5,-3.0,29.75,-2.75,218.55341740908037,,left_only
29.75,-3.0,30.0,-2.75,194.16354060202752,,left_only
30.0,-3.0,30.25,-2.75,142.93336665438437,,left_only
30.25,-3.0,30.5,-2.75,118.76684022807105,,left_only
30.5,-3.0,30.75,-2.75,92.49015153295682,,left_only
30.75,-3.0,31.0,-2.75,52.03176467538526,,left_only
31.0,-3.0,31.25,-2.75,34.12329911063057,,left_only
31.25,-3.0,31.5,-2.75,58.388312185864265,,left_only
31.5,-3.0,31.75,-2.75,66.27656004834284,,left_only
31.75,-3.0,32.0,-2.75,130.29157359507565,,left_only
32.0,-3.0,32.25,-2.75,127.07995791949634,,left_only
32.25,-3.0,32.5,-2.75,147.7884243432726,,left_only
32.5,-3.0,32.75,-2.75,126.10306663703454,,left_only
32.75,-3.0,33.0,-2.75,187.5568735064919,,left_only
33.0,-3.0,33.25,-2.75,151.67829591221937,,left_only
33.25,-3.0,33.5,-2.75,152.63500951125695,,left_only
33.5,-3.0,33.75,-2.75,145.4649278834005,,left_only
33.75,-3.0,34.0,-2.75,174.6365741324455,,left_only
34.0,-3.0,34.25,-2.75,203.23202110990644,,left_only
34.25,-3.0,34.5,-2.75,100.05859726008988,,left_only
36.5,-3.0,36.75,-2.75,15.63664369393723,,left_only
36.75,-3.0,37.0,-2.75,26.65326617581832,,left_only
37.0,-3.0,37.25,-2.75,28.97000863027847,,left_only
37.25,-3.0,37.5,-2.75,35.68627291246548,,left_only
37.5,-3.0,37.75,-2.75,88.38541687549434,,left_only
37.75,-3.0,38.0,-2.75,13.386549356412615,,left_only
38.0,-3.0,38.25,-2.75,37.55185278789179,,left_only
39.75,-3.0,40.0,-2.75,19.093238179417312,,left_only
40.0,-3.0,40.25,-2.75,36.183347116457526,,left_only
16.25,-2.75,16.5,-2.5,10.153345270523914,,left_only
17.5,-2.75,17.75,-2.5,13.839999828195689,,left_only
17.75,-2.75,18.0,-2.5,13.463348490892033,,left_only
18.25,-2.75,18.5,-2.5,11.87834984336962,,left_only
25.75,-2.75,26.0,-2.5,25.579948386282467,,left_only
26.0,-2.75,26.25,-2.5,10.396700373956492,,left_only
26.5,-2.75,26.75,-2.5,13.77503020790016,,left_only
27.25,-2.75,27.5,-2.5,11.988353922759302,,left_only
28.25,-2.75,28.5,-2.5,18.88307324957509,,left_only
28.5,-2.75,28.75,-2.5,103.03605164621264,,left_only
28.75,-2.75,29.0,-2.5,253.66174728693784,,left_only
29.0,-2.75,29.25,-2.5,158.99843537881145,,left_only
29.25,-2.75,29.5,-2.5,123.81948481352492,,left_only
29.5,-2.75,29.75,-2.5,277.36348495283414,,left_only
29.75,-2.75,30.0,-2.5,243.0068826521833,,left_only
30.0,-2.75,30.25,-2.5,160.2134375903106,,left_only
30.25,-2.75,30.5,-2.5,137.38829741454435,,left_only
30.5,-2.75,30.75,-2.5,127.18019262654845,,left_only
30.75,-2.75,31.0,-2.5,42.63509384406859,,left_only
31.0,-2.75,31.25,-2.5,22.314895292196866,,left_only
31.25,-2.75,31.5,-2.5,43.53329451582795,,left_only
31.5,-2.75,31.75,-2.5,60.24668255407278,,left_only
31.75,-2.75,32.0,-2.5,68.97490070210722,,left_only
32.0,-2.75,32.25,-2.5,128.13161773723107,,left_only
32.25,-2.75,32.5,-2.5,137.1500030485638,,left_only
32.5,-2.75,32.75,-2.5,128.8913918761756,,left_only
32.75,-2.75,33.0,-2.5,308.8235650783656,,left_only
33.0,-2.75,33.25,-2.5,193.68031174010596,,left_only
33.25,-2.75,33.5,-2.5,126.56655425091004,,left_only
33.5,-2.75,33.75,-2.5,139.1782863790055,,left_only
33.75,-2.75,34.0,-2.5,158.84321340338442,,left_only
34.0,-2.75,34.25,-2.5,168.59196133740954,,left_only
34.25,-2.75,34.5,-2.5,65.08009704247979,,left_only
36.5,-2.75,36.75,-2.5,14.05999321565514,,left_only
36.75,-2.75,37.0,-2.5,18.023391258612943,,left_only
37.25,-2.75,37.5,-2.5,13.734986924766304,,left_only
37.5,-2.75,37.75,-2.5,17.154796016261002,,left_only
37.75,-2.75,38.0,-2.5,49.9648235411629,,left_only
38.0,-2.75,38.25,-2.5,110.08020044171916,,left_only
38.25,-2.75,38.5,-2.5,13.658385998549988,,left_only
40.0,-2.75,40.25,-2.5,14.29170224184702,,left_only
40.5,-2.75,40.75,-2.5,14.265013075233696,,left_only
16.0,-2.5,16.25,-2.25,10.17830115032541,,left_only
16.25,-2.5,16.5,-2.25,19.563370218361115,,left_only
28.25,-2.5,28.5,-2.25,14.909876291639875,,left_only
28.5,-2.5,28.75,-2.25,73.37291269881734,,left_only
28.75,-2.5,29.0,-2.25,234.21664687039151,,left_only
29.0,-2.5,29.25,-2.25,163.83344403104684,,left_only
29.25,-2.5,29.5,-2.25,173.2995296428976,,left_only
29.5,-2.5,29.75,-2.25,302.3132463381967,,left_only
29.75,-2.5,30.0,-2.25,307.100249478372,,left_only
30.0,-2.5,30.25,-2.25,227.88194935887248,,left_only
30.25,-2.5,30.5,-2.25,168.60332916868333,,left_only
30.5,-2.5,30.75,-2.25,194.2404683832783,,left_only
30.75,-2.5,31.0,-2.25,65.53177420859913,,left_only
31.25,-2.5,31.5,-2.25,20.93158905361281,,left_only
31.5,-2.5,31.75,-2.25,40.720013396885406,,left_only
31.75,-2.5,32.0,-2.25,24.22152846600818,,left_only
32.0,-2.5,32.25,-2.25,79.6332719293373,,left_only
32.25,-2.5,32.5,-2.25,87.77663484794061,,left_only
32.5,-2.5,32.75,-2.25,68.73640812786357,,left_only
32.75,-2.5,33.0,-2.25,196.40695667673617,,left_only
33.0,-2.5,33.25,-2.25,121.2983528480196,,left_only
33.25,-2.5,33.5,-2.25,62.8398564101044,,left_only
33.5,-2.5,33.75,-2.25,94.2349078300607,,left_only
33.75,-2.5,34.0,-2.25,110.35664231950273,,left_only
34.0,-2.5,34.25,-2.25,80.93522429285974,,left_only
34.25,-2.5,34.5,-2.25,22.555106381932436,,left_only
36.5,-2.5,36.75,-2.25,13.848318454796186,,left_only
36.75,-2.5,37.0,-2.25,17.193359011017947,,left_only
37.5,-2.5,37.75,-2.25,20.633162348993665,,left_only
37.75,-2.5,38.0,-2.25,96.75509504669878,,left_only
38.0,-2.5,38.25,-2.25,108.2119973207856,,left_only
38.25,-2.5,38.5,-2.25,13.815043948394193,,left_only
40.0,-2.5,40.25,-2.25,12.258343402633386,,left_only
40.25,-2.5,40.5,-2.25,10.753302674607312,,left_only
40.5,-2.5,40.75,-2.25,23.89167441725033,,left_only
40.75,-2.5,41.0,-2.25,16.730025291445827,,left_only
16.0,-2.25,16.25,-2.0,10.756630125247511,,left_only
16.25,-2.25,16.5,-2.0,27.145026643923416,,left_only
16.5,-2.25,16.75,-2.0,16.211674760858955,,left_only
17.0,-2.25,17.25,-2.0,10.725019344165617,,left_only
28.25,-2.25,28.5,-2.0,11.17321087023356,,left_only
28.5,-2.25,28.75,-2.0,40.95459866701947,,left_only
28.75,-2.25,29.0,-2.0,110.24151841738136,,left_only
29.0,-2.25,29.25,-2.0,118.31651470355725,,left_only
29.25,-2.25,29.5,-2.0,220.6898281140086,,left_only
29.5,-2.25,29.75,-2.0,299.25990802382194,,left_only
29.75,-2.25,30.0,-2.0,401.502900548476,,left_only
30.0,-2.25,30.25,-2.0,482.6937735509737,,left_only
30.25,-2.25,30.5,-2.0,303.57561521549894,,left_only
30.5,-2.25,30.75,-2.0,208.72547055086363,,left_only
30.75,-2.25,31.0,-2.0,52.23853259309556,,left_only
31.25,-2.25,31.5,-2.0,30.17665219632522,,left_only
31.5,-2.25,31.75,-2.0,43.036800165305294,,left_only
32.0,-2.25,32.25,-2.0,21.04996654977481,,left_only
32.25,-2.25,32.5,-2.0,25.31671291182033,,left_only
32.5,-2.25,32.75,-2.0,14.51980127632396,,left_only
32.75,-2.25,33.0,-2.0,77.94673124711699,,left_only
33.0,-2.25,33.25,-2.0,76.3883965186759,,left_only
33.25,-2.25,33.5,-2.0,50.913317617731536,,left_only
33.5,-2.25,33.75,-2.0,69.76661247716811,,left_only
33.75,-2.25,34.0,-2.0,102.81016664788535,,left_only
34.0,-2.25,34.25,-2.0,53.8183861703543,,left_only
34.25,-2.25,34.5,-2.0,31.091717872188497,,left_only
34.5,-2.25,34.75,-2.0,22.580022242882023,,left_only
35.5,-2.25,35.75,-2.0,14.050010863734542,,left_only
35.75,-2.25,36.0,-2.0,10.148354094563617,,left_only
36.5,-2.25,36.75,-2.0,13.268325754553985,,left_only
36.75,-2.25,37.0,-2.0,23.19503750765796,,left_only
37.0,-2.25,37.25,-2.0,29.19967658105179,,left_only
37.25,-2.25,37.5,-2.0,104.68003349413902,,left_only
37.5,-2.25,37.75,-2.0,124.88032994751212,,left_only
37.75,-2.25,38.0,-2.0,105.3817268460756,,left_only
38.0,-2.25,38.25,-2.0,65.31839140846034,,left_only
38.25,-2.25,38.5,-2.0,18.911738225223075,,left_only
40.5,-2.25,40.75,-2.0,11.099992184829262,,left_only
40.75,-2.25,41.0,-2.0,13.51833575926696,,left_only
15.75,-2.0,16.0,-1.75,14.951667632905467,,left_only
16.25,-2.0,16.5,-1.75,14.45834254361182,,left_only
16.5,-2.0,16.75,-1.75,13.426647429718289,,left_only
16.75,-2.0,17.0,-1.75,12.261670853273586,,left_only
17.5,-2.0,17.75,-1.75,14.576680020921913,,left_only
18.0,-2.0,18.25,-1.75,11.365005260062958,,left_only
28.5,-2.0,28.75,-1.75,28.05979500739204,,left_only
28.75,-2.0,29.0,-1.75,83.09660994401725,,left_only
29.0,-2.0,29.25,-1.75,124.11455881997188,,left_only
29.25,-2.0,29.5,-1.75,277.5881869751792,,left_only
29.5,-2.0,29.75,-1.75,266.79809461147863,,left_only
29.75,-2.0,30.0,-1.75,364.851091299499,,left_only
30.0,-2.0,30.25,-1.75,507.008934203814,,left_only
30.25,-2.0,30.5,-1.75,353.8840747671027,,left_only
30.5,-2.0,30.75,-1.75,128.65505425280196,,left_only
30.75,-2.0,31.0,-1.75,41.10509723624102,,left_only
31.0,-2.0,31.25,-1.75,37.63826740040543,,left_only
31.25,-2.0,31.5,-1.75,59.22999051069996,,left_only
31.5,-2.0,31.75,-1.75,79.25015342280426,,left_only
31.75,-2.0,32.0,-1.75,11.4150161237975,,left_only
32.75,-2.0,33.0,-1.75,33.70492599355305,,left_only
33.0,-2.0,33.25,-1.75,37.98321932870772,,left_only
33.25,-2.0,33.5,-1.75,46.383291467264144,,left_only
33.5,-2.0,33.75,-1.75,72.88649980434684,,left_only
33.75,-2.0,34.0,-1.75,124.87505193536924,,left_only
34.0,-2.0,34.25,-1.75,97.4817928875044,,left_only
34.25,-2.0,34.5,-1.75,73.04005805445377,,left_only
34.5,-2.0,34.75,-1.75,97.62370506037064,,left_only
34.75,-2.0,35.0,-1.75,21.15169631652373,,left_only
35.5,-2.0,35.75,-1.75,13.844991004155986,,left_only
35.75,-2.0,36.0,-1.75,13.253352226673089,,left_only
36.5,-2.0,36.75,-1.75,22.271568872382545,,left_only
36.75,-2.0,37.0,-1.75,50.13331100519099,,left_only
37.0,-2.0,37.25,-1.75,100.67804291378444,,left_only
37.25,-2.0,37.5,-1.75,277.1153116341724,,left_only
37.5,-2.0,37.75,-1.75,242.00719473589788,,left_only
37.75,-2.0,38.0,-1.75,112.28516121601808,,left_only
38.0,-2.0,38.25,-1.75,61.69175960908353,,left_only
38.25,-2.0,38.5,-1.75,24.85839991084833,,left_only
40.0,-2.0,40.25,-1.75,10.151681545203814,,left_only
